id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
36069426,大医·破晓篇,"《大医·破晓篇》是马伯庸2022年全新长篇历史小说。
挽亡图存、强国保种，这是医者在清末变局中的一声呐喊。
大医若史，以济世之仁心，见证大时代的百年波澜。
一个在日俄战争中死里逃生的东北少年、一个在伦敦公使馆里跑腿的广东少年、一个不肯安享富贵的上海少女——这三个出身、性格、 际遇各不相同的年轻人，在一九一〇年这一个关键节点，同时踏入了中国红十字会总医院，开始了他们纠葛一生的医海生涯。
作为中国第一代公共慈善医生，三个人身上肩负的责任比普通医生更加沉重。哪里有疫情，就要去哪里治疫；哪里有灾害，就要去哪里救灾；哪里爆发战争，就要去哪里冒着枪林弹雨，救死扶伤。上海鼠疫、皖北水灾、武昌起义……晚清时局的跌宕起伏，无时无刻不牵扯着三人的命运。他们相互扶持，从三个蒙昧天真的少年，逐渐成长为三名出色的医生，在一次次救援中感悟到，何为真正的“大医”。",https://dou.img.lithub.cc/book/36069426.jpg,2022-9,https://book.douban.com/subject/36069426/,8.6,,5,,,2024-06-19 08:35:57,马伯庸 / 2022 / 上海文艺出版社
35639086,猫和狗的生活哲学,"一只焦虑的肥猫，一只稳重的胖狗，在大城市过着和年轻人一样的快节奏生活，也有不少烦恼：
陷入内卷、被人冒犯，却习惯忍气吞声、强颜欢笑；
想要躺平，却发现充满焦虑，根本停不下来；
害怕在激烈的竞争中落后，却提不起精神追赶……
懂心理学的胖狗，带着肥猫逐步看清这些困境背后的心理问题：“习得性无助”“错失恐惧”“选择恐惧症”……它们一起用专业的心理学知识攻破这些难题，最后总结出一套“猫和狗的生活哲学”，以一种全新的方式看待生活并豁然开朗。
“简单心理”基于真实生活场景创作，以漫画的形式直击年轻人的内心困惑。
********************编辑推荐********************
1 全彩印刷，画风超萌！
Q弹可爱的猫狗形象，好看又好撸！
2 真实场景，漫画呈现！
轻松有趣的漫画，生动还原当代年轻人的扎心日常：内卷、躺平、爱无能……
3 疗愈技巧，清晰总结！
每篇漫画后总结一个浅显有效的疗愈方法，带你零负担走出日常生活的心理困境！
4 百万粉丝，品质认证！
“简单心理”备受欢迎的栏目，百万粉丝催更，每个年轻人都能从中看到自己！",https://dou.img.lithub.cc/book/35639086.jpg,2022-1,https://book.douban.com/subject/35639086/,8.2,,4,,,2024-04-07 16:35:08,简单心理 / 2022 / 湖南文艺出版社
35678328,弃长安,"本书是一部讲述唐朝安史之乱时期历史过程与人物命运的通俗作品，以安史之乱中多位关键历史人物，即李林甫、杨国忠、安禄山、颜杲卿、哥舒翰、杨玉环、李亨、张巡等人的“弃长安”经历为线索，聚焦唐朝由盛转衰过程中的重要议题，以乱离亲历之人的经历解释变乱何以爆发与盛世何以崩陷，以此重新刻画安史之乱时期的完整历史图景。
1.新锐历史作者张明扬作品，多位名家倾情推荐
张明扬作为专栏作家，曾供职于专业书评媒体，阅读、研究和写作历史二十余年，著有《此史有关风与月》《天命与剑》《非常之人》《纸上谈兵》等历史作品，多次获得国内各大书榜推荐。本书也得到虞云国、许纪霖、刘擎、张宏杰、周濂、郭建龙倾情推荐。
2.注重史实与细节，展现大时代丕变中个体的挣扎与选择
作者着重笔墨于安史之乱中几位关键人物李林甫、杨国忠、安禄山、颜杲卿、哥舒翰、杨玉环、李亨、张巡等人之上，提炼出与之相应的时间节点和关键词，合理延展，补充史书叙述中的空白，于细节中展现大时代丕变中个体的挣扎与选择，聚焦唐朝由盛转衰过程中的重要议题。
3.通俗历史读物，轻松好读
书中依托史实，抛开对全局历史的叙述，着重描绘安史之乱中人物群像，是一部讲述唐朝安史之乱时期历史过程与人物命运的通俗作品。作者秉持严肃的历史态度，用细腻的文笔娓娓道来，把刀光剑影中的山河破碎化作数幕场景展现，不似冷硬的历史作品，倒更像是一部文学创作，令人开了头便要读完方休。同名有声书也在喜马拉雅同步上架，带来不同的“阅读”体验。
4.随书附赠手绘长安城坊图
随书附赠手绘长安城坊图，略窥盛世长安这座当时世界上的大都市的辉煌。",https://dou.img.lithub.cc/book/35678328.jpg,2021-12,https://book.douban.com/subject/35678328/,8.5,,4,,,2024-04-05 18:23:11,张明扬 / 2021 / 天地出版社
26856061,球状闪电,某个离奇的雨夜，一个球状闪电闯进了少年的视野，并在一瞬间将少年的父母化为灰烬。少年毕其一生去解开那个将他变成孤儿的自然之谜。但未曾想，多年后，他的研究被纳入“新概念武器”开发计划，他所追寻的球状闪电变成了下一场战争中决定祖国生存或是灭亡的终武器。及锋而试，大西北戈壁滩上升起冰冷的“蓝太阳”，世界变得陌生而怪异。一个完全未知的未来，在宇宙观测者的注视下，降临在人类面前……,https://dou.img.lithub.cc/book/26856061.jpg,2016-9,https://book.douban.com/subject/26856061/,9,,5,,,2024-03-29 03:22:18,刘慈欣 / 2016 / 四川科学技术出版社
35611873,罗小黑战记 02,"国产动画《罗小黑战记》漫画版第2册！
原作MTJJ拖稿6年，熬走3个编辑，诚意出品！
——————————————————————————————
猫妖小黑因为盗取老君的天明珠，被谛听打回原形。
为了脱身，他一路逃到人类世界，被女孩罗小白捡回了家，起名罗小黑。
在被“包养”后的不久，罗小白带小黑到乡下探望她的爷爷和堂哥阿根，此时谛听也循着小黑的踪迹追了过来。在同是妖精的阿根和谛听激战一场后，一行人前往蓝溪镇拜见老君……",https://dou.img.lithub.cc/book/35611873.jpg,2022-5,https://book.douban.com/subject/35611873/,8.8,,4,,,2024-03-26 15:23:47,MTJJ 木头 / 2022 / 江苏凤凰文艺出版社
26471474,罗小黑战记 01,"划时代的国民级动画！亡命天涯，卖萌为生，中国独立动画制作人MTJJ诚意出品！
雨夜，一只流落街头的小黑猫，被少女罗小白带回家，起名罗小黑。罗小黑不是一只普通的猫咪，它极通人性，会蹲马桶，不吃猫粮，长长的尾巴甚至能分裂成多个名为“黑咻”的生物体。另一方面，名为“谛听”的神秘人物，发动手下三匹长着翅膀的狼，搜寻着罗小黑的下落。不久，罗小白带着小黑到乡 下探望堂哥阿根和爷爷，由此发生了种种离奇玄幻事件。",https://dou.img.lithub.cc/book/26471474.jpg,2015-8-1,https://book.douban.com/subject/26471474/,8.5,,4,,,2024-03-26 15:22:38,MTJJ 木头 / 2015 / 北京联合出版公司
36237960,蓝溪镇. 4,"《蓝溪镇》，即《罗小黑战记》君清篇，这是一个发生在妖精和人类共存的世界里的故事，从老君和清凝仙子百年前的相遇开始讲起。
蓝溪镇是老君的灵质空间，每逢乱世，老君便会四处游历，带无家可归之人到蓝溪镇躲避战乱，使他们免受流离之苦。
战乱结束后，蓝溪镇之外却是一点都不太平。之前重伤了清凝的那伽丝毫不罢休，甚至拿更多妖精的性命要挟老君……",https://dou.img.lithub.cc/book/36237960.jpg,2023-4,https://book.douban.com/subject/36237960/,8.9,,4,,,2024-02-27 09:30:12,木头 孙呱 / 2023 / 江苏凤凰文艺出版社
35618366,蓝溪镇. 3,"《蓝溪镇》，即《罗小黑战记》君清篇，从老君和清凝仙子百年前的相遇开始讲起这个妖精和人类共存的世界里的故事。
蓝溪镇是老君的灵质空间，每逢乱世，老君便会四处游历，带无家可归之人到蓝溪镇躲避战乱，使他们免受流离之苦。
自清凝告别老君和玄离、独自在外游历已经数月有余，凭借老君的法宝，清凝次次都能提前避开危险，直到她偶遇一位老君的“故人”……",https://dou.img.lithub.cc/book/35618366.jpg,2021-11,https://book.douban.com/subject/35618366/,8.9,,4,,,2024-02-22 09:37:00,木头 孙呱 / 2021 / 江苏凤凰文艺出版社
35272760,蓝溪镇. 2,"《蓝溪镇》，即《罗小黑战记》君清篇，从老君和清凝仙子百年前的相遇开始讲起这个妖精和人类共存的世界里的故事。
蓝溪镇是老君的灵质空间，每逢乱世，老君便会四处游历，带无家可归之人到蓝溪镇躲避战乱，使他们免受流离之苦。
岁月如梭，长达数年的战争终于结束。有人选择离开蓝溪镇，回到故土；有人选择留下，把蓝溪镇当作自己的家。
清凝继续跟随老君和玄离边修行边行医，对于这个妖精与人类共存的世界，她知晓得也越来越多……",https://dou.img.lithub.cc/book/35272760.jpg,2021-4,https://book.douban.com/subject/35272760/,9.2,,5,,,2024-02-20 00:05:47,木头 孙呱 / 2021 / 江苏凤凰文艺出版社
35034666,蓝溪镇.1,"《蓝溪镇》，即《罗小黑战记·君清篇》，讲述战争年代的老君、清凝和玄离的故事。
每逢乱世，老君便会四处游历，随缘带走无家可归之人，生活在他庇护之下。战乱过后，他们可以自由离开，也可选择留下。那处安身之所名为……蓝溪镇。",https://dou.img.lithub.cc/book/35034666.jpg,2020-5,https://book.douban.com/subject/35034666/,9.2,,5,,,2024-02-20 00:03:47,木头 孙呱 / 2020 / 江苏凤凰文艺出版社
